teacher_policy,split,episode_id,step_id,selected_action_id,selected_action_name,teacher_score,teacher_margin,predicted_delay,predicted_energy,predicted_reward,deadline_met,semantic_target,semantic_match,priority_score,semantic_confidence,state_snr_norm,state_task_size_norm,state_cpu_cycles_norm,state_battery_norm,state_edge_load_norm,state_edge_energy_norm,prior_local,prior_edge_25,prior_edge_50,prior_edge_75,prior_edge_full,prior_cloud
teacher_latency_greedy,train,24,16,4,edge_100,0.923652,-0.164017,0.90906,0.016768,70.202023,1,local,0,0.259579,0.886008,1.0,0.700531,0.172374,0.999146,0.035283,0.999082,0.905006,0.018999,0.018999,0.018999,0.018999,0.018999
teacher_latency_greedy,train,0,21,5,cloud,1.755491,5.540986,1.753925,0.008542,3.469831,1,local,0,0.69403,0.600316,1.0,0.230209,0.818421,0.998832,0.141755,0.999342,0.66693,0.066614,0.066614,0.066614,0.066614,0.066614
teacher_latency_greedy,train,0,31,4,edge_100,2.827442,-0.641868,2.82024,0.026442,14.584598,1,edge,1,0.492252,0.59874,1.0,0.750041,0.550671,0.998262,0.159361,0.998749,0.066877,0.156688,0.216562,0.246499,0.246499,0.066877
teacher_latency_greedy,train,32,45,4,edge_100,2.253641,-0.493729,2.243299,0.029892,46.944089,1,edge,1,0.810627,0.731373,1.0,0.999002,0.433554,0.997575,0.029853,0.998011,0.044771,0.154477,0.227614,0.264183,0.264183,0.044771
teacher_latency_greedy,train,22,2,0,local,0.265698,0.020783,0.115698,0.01157,119.786389,1,local,1,0.83615,0.67947,1.0,0.986914,0.01157,0.999896,0.0,1.0,0.732892,0.053422,0.053422,0.053422,0.053422,0.053422
teacher_latency_greedy,train,6,40,2,edge_50,0.422363,-0.109379,0.343607,0.033215,95.927614,1,cloud,0,0.633481,0.768255,1.0,0.114868,0.063262,0.997876,0.113021,0.998669,0.038624,0.038624,0.038624,0.038624,0.038624,0.806879
teacher_latency_greedy,train,31,5,3,edge_75,1.174206,0.0,1.131447,0.081491,99.807838,1,edge,1,0.899603,0.719987,1.0,0.719165,0.285871,0.999745,0.0,1.0,0.046669,0.154667,0.226666,0.262665,0.262665,0.046669
teacher_latency_greedy,train,19,9,4,edge_100,0.929436,-0.175771,0.928377,0.001295,74.691635,1,local,0,0.238366,0.595303,1.0,0.044778,0.183345,0.999523,0.034509,0.999828,0.662753,0.067449,0.067449,0.067449,0.067449,0.067449
teacher_latency_greedy,train,40,39,0,local,1.50052,-0.878611,1.35052,0.135052,73.724607,1,local,1,0.129279,0.851793,1.0,0.933948,0.135052,0.997939,0.13302,0.998241,0.876494,0.024701,0.024701,0.024701,0.024701,0.024701
teacher_latency_greedy,train,23,18,4,edge_100,0.971075,-0.185998,0.969439,0.002086,89.988653,1,edge,1,0.690481,0.594979,1.0,0.066588,0.19121,0.99904,0.116411,0.999382,0.067504,0.15675,0.216248,0.245997,0.245997,0.067504
teacher_latency_greedy,train,16,18,3,edge_75,2.251739,0.0,1.115255,0.082916,12.659896,0,edge,1,0.858371,0.669709,1.0,0.739267,0.279889,0.999058,0.040485,0.999605,0.055048,0.155505,0.222476,0.255961,0.255961,0.055048
teacher_latency_greedy,train,13,42,3,edge_75,1.964272,0.0,1.922709,0.137247,64.11169,1,edge,1,0.365875,0.744536,1.0,0.671296,0.49532,0.99776,0.067957,0.998626,0.042577,0.154258,0.228711,0.265938,0.265938,0.042577
teacher_latency_greedy,train,32,22,3,edge_75,2.036638,0.0,1.997207,0.136889,67.257424,1,edge,1,0.913425,0.81268,1.0,0.302895,0.52073,0.998809,0.197404,0.998873,0.03122,0.153122,0.23439,0.275024,0.275024,0.03122
teacher_latency_greedy,train,13,0,4,edge_100,0.943276,-0.181907,0.931524,0.01403,72.885923,1,local,0,0.361033,0.714271,1.0,0.660891,0.179068,1.0,0.0,1.0,0.761893,0.047621,0.047621,0.047621,0.047621,0.047621
teacher_latency_greedy,train,4,45,0,local,0.337157,-0.011009,0.187157,0.018716,126.170039,1,local,1,0.652331,0.907023,1.0,0.981322,0.018716,0.997652,0.06781,0.999202,0.92252,0.015496,0.015496,0.015496,0.015496,0.015496
teacher_latency_greedy,train,21,20,5,cloud,0.928731,0.675257,0.926164,0.006953,41.627799,1,cloud,1,0.492317,0.51849,1.0,0.273259,0.406129,0.998935,0.040789,0.999311,0.080252,0.080252,0.080252,0.080252,0.080252,0.598741
teacher_latency_greedy,train,4,18,0,local,0.296664,-0.040676,0.146664,0.014666,117.902542,1,local,1,0.242592,0.759326,1.0,0.638154,0.014666,0.999052,0.045909,0.99953,0.799438,0.040112,0.040112,0.040112,0.040112,0.040112
teacher_latency_greedy,train,11,48,5,cloud,1.063461,0.768122,1.057444,0.018462,29.914253,1,local,0,0.61886,0.530673,1.0,0.503923,0.46026,0.99742,0.075335,0.998373,0.608894,0.078221,0.078221,0.078221,0.078221,0.078221
teacher_latency_greedy,train,18,2,2,edge_50,0.616694,-0.152321,0.536531,0.054162,94.656479,1,cloud,0,0.593145,0.579175,1.0,0.239497,0.101348,0.999888,0.1492,0.999653,0.070138,0.070138,0.070138,0.070138,0.070138,0.649312
teacher_latency_greedy,train,39,35,5,cloud,1.35793,1.03466,1.354374,0.014524,18.613054,1,local,0,0.451207,0.554432,1.0,0.393546,0.612663,0.998131,0.092445,0.999186,0.628693,0.074261,0.074261,0.074261,0.074261,0.074261
teacher_latency_greedy,train,10,5,0,local,0.930754,-0.539764,0.780754,0.078075,85.615499,1,local,1,0.836106,0.639391,1.0,0.483469,0.078075,0.999735,0.033082,0.999922,0.699492,0.060102,0.060102,0.060102,0.060102,0.060102
teacher_latency_greedy,train,3,13,5,cloud,0.51589,0.267056,0.497265,0.021939,56.794724,1,cloud,1,0.872215,0.620304,1.0,0.600889,0.176694,0.999285,0.133632,0.999113,0.063283,0.063283,0.063283,0.063283,0.063283,0.683587
teacher_latency_greedy,train,0,37,4,edge_100,2.427191,-0.53794,2.418679,0.026683,41.442799,1,edge,1,0.847658,0.883271,1.0,0.776895,0.470225,0.997901,0.186074,0.998027,0.019455,0.151945,0.240273,0.284436,0.284436,0.019455
teacher_latency_greedy,train,11,16,5,cloud,1.658343,1.308013,1.656546,0.009213,3.588722,1,local,0,0.486243,0.799849,1.0,0.256972,0.76906,0.999159,0.008247,0.999945,0.833207,0.033359,0.033359,0.033359,0.033359,0.033359
teacher_latency_greedy,train,38,29,4,edge_100,0.776956,-0.139894,0.753611,0.021653,72.630952,1,local,0,0.201021,0.935253,1.0,0.846293,0.139126,0.998478,0.080416,0.999315,0.946044,0.010791,0.010791,0.010791,0.010791,0.010791
teacher_latency_greedy,train,8,3,5,cloud,4.647152,1.305641,1.688553,0.028665,-34.329461,0,local,0,0.254596,0.933919,1.0,0.821391,0.765612,0.999847,0.0,1.0,0.944932,0.011014,0.011014,0.011014,0.011014,0.011014
teacher_latency_greedy,train,20,41,5,cloud,1.344489,1.041297,1.343125,0.005603,30.135919,1,cloud,1,0.523087,0.687013,1.0,0.200923,0.615959,0.997758,0.049372,0.999962,0.052165,0.052165,0.052165,0.052165,0.052165,0.739177
teacher_latency_greedy,train,6,2,3,edge_75,2.126799,0.0,2.085452,0.148454,63.872875,1,edge,1,0.595073,0.906118,1.0,0.660957,0.538561,0.999897,0.0,1.0,0.015647,0.151565,0.242177,0.287482,0.287482,0.015647
teacher_latency_greedy,train,26,4,5,cloud,4.095988,1.572093,2.006583,0.03124,-57.695837,0,local,0,0.406654,0.931192,1.0,0.868662,0.922052,0.999792,0.0492,0.999995,0.94266,0.011468,0.011468,0.011468,0.011468,0.011468
teacher_latency_greedy,train,4,25,5,cloud,1.058067,4.152943,1.053362,0.014497,20.523952,1,local,0,0.257232,0.544914,1.0,0.647893,0.462184,0.998694,0.051788,0.999518,0.620762,0.075848,0.075848,0.075848,0.075848,0.075848
teacher_latency_greedy,train,25,47,3,edge_75,4.532016,0.0,2.134032,0.149616,17.861873,0,edge,1,0.489541,0.855783,1.0,0.756361,0.552207,0.997471,0.081656,0.998025,0.024036,0.152404,0.237982,0.280771,0.280771,0.024036
teacher_latency_greedy,train,11,28,4,edge_100,0.840056,-0.147731,0.825831,0.014875,73.36767,1,local,0,0.834038,0.706726,1.0,0.439565,0.156851,0.998509,0.050229,0.99946,0.755605,0.048879,0.048879,0.048879,0.048879,0.048879
teacher_latency_greedy,train,1,11,4,edge_100,1.765235,-0.373913,1.760846,0.010106,49.947027,1,local,0,0.96985,0.563341,1.0,0.749094,0.345328,0.999309,0.157244,0.998449,0.636117,0.072777,0.072777,0.072777,0.072777,0.072777
teacher_latency_greedy,train,29,6,1,edge_25,0.782434,-0.391843,0.669171,0.064625,110.965665,1,edge,1,0.686261,0.927938,1.0,0.113624,0.085586,0.999666,0.071444,0.999551,0.01201,0.151201,0.243995,0.290392,0.290392,0.01201
teacher_latency_greedy,train,1,1,2,edge_50,2.686149,-0.657422,2.609245,0.263092,46.728811,1,edge,1,0.868971,0.847704,1.0,0.922649,0.513159,0.99995,0.0,1.0,0.025383,0.152538,0.237309,0.279694,0.279694,0.025383
teacher_latency_greedy,train,25,41,2,edge_50,3.161434,-0.469734,1.820354,0.182944,7.442065,0,edge,1,0.743797,0.925927,1.0,0.432944,0.357339,0.99781,0.086609,0.998546,0.012346,0.151235,0.243827,0.290124,0.290124,0.012346
teacher_latency_greedy,train,14,2,2,edge_50,0.217935,-0.005106,0.09583,0.012631,101.694643,1,cloud,0,0.59103,0.857613,1.0,0.412469,0.015516,0.999893,0.06,0.999963,0.023731,0.023731,0.023731,0.023731,0.023731,0.881344
teacher_latency_greedy,train,36,31,3,edge_75,0.98577,0.0,0.947855,0.062075,107.672737,1,edge,1,0.580282,0.861054,1.0,0.028494,0.24558,0.998317,0.036401,0.999796,0.023158,0.152316,0.238421,0.281474,0.281474,0.023158
teacher_latency_greedy,train,1,35,3,edge_75,2.621862,0.0,2.582583,0.176341,20.289117,1,cloud,0,0.70341,0.542054,1.0,0.815053,0.673415,0.9979,0.139848,0.996439,0.076324,0.076324,0.076324,0.076324,0.076324,0.618378
teacher_latency_greedy,train,12,25,2,edge_50,0.51724,-0.128549,0.431764,0.04488,119.702808,1,edge,1,0.347206,0.825464,1.0,0.648328,0.07876,0.998668,0.124469,0.998558,0.029089,0.152909,0.235455,0.276729,0.276729,0.029089
teacher_latency_greedy,train,19,9,4,edge_100,0.929436,-0.175771,0.928377,0.001295,74.691635,1,local,0,0.238366,0.595303,1.0,0.044778,0.183345,0.999523,0.034509,0.999828,0.662753,0.067449,0.067449,0.067449,0.067449,0.067449
teacher_latency_greedy,train,24,30,0,local,1.211205,-0.72053,1.061205,0.10612,96.671952,1,local,1,0.980873,0.871461,1.0,0.393529,0.10612,0.998419,0.009771,0.998944,0.892884,0.021423,0.021423,0.021423,0.021423,0.021423
teacher_latency_greedy,train,20,47,3,edge_75,1.46456,0.0,1.423123,0.100948,78.743277,1,edge,1,0.931618,0.638125,1.0,0.429624,0.365426,0.997448,0.015009,0.999962,0.060312,0.156031,0.219844,0.25175,0.25175,0.060312
teacher_latency_greedy,train,5,10,5,cloud,4.838134,1.399623,1.762714,0.012571,-68.090511,0,edge,0,0.533365,0.824115,1.0,0.606,0.818786,0.999476,0.042084,0.999656,0.029314,0.152931,0.235343,0.276549,0.276549,0.029314
teacher_latency_greedy,train,27,28,2,edge_50,1.047141,-0.248905,0.969189,0.099161,108.453024,1,edge,1,0.93416,0.870313,1.0,0.256158,0.190813,0.998497,0.164643,0.999062,0.021614,0.152161,0.239193,0.282708,0.282708,0.021614
teacher_latency_greedy,train,3,38,3,edge_75,0.804889,0.0,0.752858,0.062811,107.949076,1,edge,1,0.895081,0.625935,1.0,0.686381,0.181079,0.997959,0.111915,0.998299,0.062344,0.156234,0.218828,0.250125,0.250125,0.062344
teacher_latency_greedy,train,22,18,5,cloud,1.222443,4.795173,1.220161,0.00839,21.388815,1,local,0,0.983258,0.672181,1.0,0.508346,0.551691,0.999071,0.012308,0.999922,0.726818,0.054636,0.054636,0.054636,0.054636,0.054636
teacher_latency_greedy,train,9,21,2,edge_50,0.618582,-0.134514,0.533338,0.056895,101.595313,1,edge,1,0.329999,0.564815,1.0,0.388191,0.100115,0.998866,0.081162,0.999077,0.072531,0.157253,0.213735,0.241975,0.241975,0.072531
teacher_latency_greedy,train,9,23,5,cloud,0.966894,0.686903,0.960743,0.016953,38.281662,1,local,0,0.967127,0.621122,1.0,0.48933,0.413419,0.998745,0.103774,0.999037,0.684268,0.063146,0.063146,0.063146,0.063146,0.063146
teacher_latency_greedy,train,40,25,5,cloud,0.705634,0.48643,0.703875,0.0035,55.206523,1,cloud,1,0.722491,0.692169,1.0,0.21007,0.298438,0.998665,0.105131,0.998481,0.051305,0.051305,0.051305,0.051305,0.051305,0.743474
teacher_latency_greedy,train,22,0,0,local,0.595205,-0.308999,0.445205,0.044521,114.647083,1,local,1,0.776437,0.70567,1.0,0.792204,0.044521,1.0,0.0,1.0,0.754725,0.049055,0.049055,0.049055,0.049055,0.049055
teacher_latency_greedy,train,38,40,5,cloud,3.1832,1.701625,2.095835,0.004824,-69.327319,0,cloud,1,0.985469,0.767177,1.0,0.197023,0.993094,0.997902,0.056006,0.998949,0.038804,0.038804,0.038804,0.038804,0.038804,0.805981
teacher_latency_greedy,train,3,37,5,cloud,0.608024,0.305072,0.582253,0.035354,40.799548,1,local,0,0.862548,0.54139,1.0,0.99719,0.205773,0.998012,0.136481,0.998299,0.617825,0.076435,0.076435,0.076435,0.076435,0.076435
teacher_latency_greedy,train,33,43,2,edge_50,0.579858,-0.147855,0.501762,0.049271,92.172443,1,cloud,0,0.806201,0.89873,1.0,0.179005,0.094636,0.997695,0.019502,0.998599,0.016878,0.016878,0.016878,0.016878,0.016878,0.915608
teacher_latency_greedy,train,40,17,3,edge_75,2.44615,0.0,2.407111,0.163731,39.625687,1,edge,1,0.969771,0.502071,1.0,0.504146,0.629097,0.999102,0.058377,0.999269,0.082988,0.158299,0.208506,0.233609,0.233609,0.082988
teacher_latency_greedy,train,14,48,5,cloud,0.660801,0.431345,0.656222,0.008237,40.742781,1,local,0,0.429818,0.824897,1.0,0.154524,0.269874,0.997483,0.0,1.0,0.854081,0.029184,0.029184,0.029184,0.029184,0.029184
teacher_latency_greedy,train,5,42,5,cloud,1.802391,1.405231,1.798872,0.019467,4.901893,1,cloud,1,0.794103,0.612033,1.0,0.819078,0.82997,0.997766,0.16848,0.998594,0.064661,0.064661,0.064661,0.064661,0.064661,0.676694
teacher_latency_greedy,train,31,2,5,cloud,1.396308,1.088922,1.394935,0.005876,22.176907,1,local,0,0.887309,0.643971,1.0,0.323489,0.641592,0.999898,0.0,1.0,0.703309,0.059338,0.059338,0.059338,0.059338,0.059338
teacher_latency_greedy,train,19,3,2,edge_50,1.367916,-0.343771,1.291262,0.129,83.187463,1,edge,1,0.31705,0.712123,1.0,0.204306,0.252435,0.999843,0.040344,0.999929,0.04798,0.154798,0.22601,0.261616,0.261616,0.04798
teacher_latency_greedy,train,29,43,5,cloud,4.859547,1.524828,1.892459,0.006113,-22.741615,0,local,0,0.129575,0.770037,1.0,0.417577,0.890117,0.997677,0.066128,0.997493,0.808364,0.038327,0.038327,0.038327,0.038327,0.038327
teacher_latency_greedy,train,8,21,5,cloud,1.927945,1.514761,1.923717,0.024996,6.927748,1,cloud,1,0.312437,0.879238,1.0,0.674955,0.886862,0.998888,0.033913,0.999406,0.020127,0.020127,0.020127,0.020127,0.020127,0.899365
teacher_latency_greedy,train,1,31,1,edge_25,3.866778,-1.253381,2.415024,0.239648,23.39579,0,edge,1,0.169058,0.874263,1.0,0.512264,0.317304,0.998127,0.236143,0.996502,0.020956,0.152096,0.239522,0.283235,0.283235,0.020956
teacher_latency_greedy,train,12,14,5,cloud,1.221188,0.913577,1.218214,0.010871,8.467941,1,local,0,0.217493,0.834053,1.0,0.621919,0.548236,0.999256,0.153459,0.999348,0.861711,0.027658,0.027658,0.027658,0.027658,0.027658
teacher_latency_greedy,train,12,24,3,edge_75,2.324915,0.0,2.285392,0.156845,41.419178,1,edge,1,0.804975,0.508026,1.0,0.605416,0.595259,0.998734,0.078621,0.998915,0.081996,0.1582,0.209002,0.234404,0.234404,0.081996
teacher_latency_greedy,train,18,8,3,edge_75,1.859846,0.0,1.819137,0.127704,71.960454,1,edge,1,0.320829,0.931828,1.0,0.471686,0.470553,0.99956,0.157146,0.999371,0.011362,0.151136,0.244319,0.29091,0.29091,0.011362
teacher_latency_greedy,train,17,10,5,cloud,1.36355,4.600378,1.363471,0.000333,27.822326,1,cloud,1,0.449578,0.668435,1.0,0.017276,0.631403,0.999446,0.055442,0.999271,0.055261,0.055261,0.055261,0.055261,0.055261,0.723696
teacher_latency_greedy,train,39,16,1,edge_25,1.050786,-0.51244,0.936028,0.092554,81.812717,1,edge,1,0.311621,0.514487,1.0,0.185036,0.120977,0.999152,0.030569,0.999682,0.080919,0.158092,0.209541,0.235265,0.235265,0.080919
teacher_latency_greedy,train,14,1,2,edge_50,0.588276,-0.126595,0.502199,0.053397,124.499606,1,edge,1,0.855685,0.735533,1.0,0.597475,0.09305,0.999948,0.0,1.0,0.044078,0.154408,0.227961,0.264738,0.264738,0.044078
teacher_latency_greedy,train,1,11,4,edge_100,1.765235,-0.373913,1.760846,0.010106,49.947027,1,local,0,0.96985,0.563341,1.0,0.749094,0.345328,0.999309,0.157244,0.998449,0.636117,0.072777,0.072777,0.072777,0.072777,0.072777
teacher_latency_greedy,train,28,38,5,cloud,2.082452,1.668518,2.081327,0.007375,-4.877177,1,local,0,0.620548,0.621102,1.0,0.231105,0.983288,0.997976,0.118813,0.998527,0.684251,0.06315,0.06315,0.06315,0.06315,0.06315
teacher_latency_greedy,train,12,30,2,edge_50,0.658633,-0.158509,0.581368,0.058458,84.437586,1,cloud,0,0.382023,0.731267,1.0,0.196038,0.113489,0.998393,0.133273,0.998486,0.044789,0.044789,0.044789,0.044789,0.044789,0.776056
teacher_latency_greedy,train,23,13,5,cloud,2.384773,1.029225,1.365664,0.025476,-77.489479,0,edge,0,0.722071,0.883789,1.0,0.894685,0.607356,0.999316,0.092057,0.999746,0.019369,0.151937,0.240316,0.284505,0.284505,0.019369
teacher_latency_greedy,train,27,27,2,edge_50,0.2157,-0.0547,0.131021,0.011766,94.718055,1,cloud,0,0.228344,0.918701,1.0,0.090411,0.020843,0.998548,0.127614,0.999071,0.01355,0.01355,0.01355,0.01355,0.01355,0.932251
teacher_latency_greedy,train,21,3,0,local,0.783442,-0.472176,0.633442,0.063344,109.00976,1,local,1,0.831697,0.935949,1.0,0.11065,0.063344,0.999844,0.0492,0.999979,0.946624,0.010675,0.010675,0.010675,0.010675,0.010675
teacher_latency_greedy,train,16,11,3,edge_75,2.36942,0.0,2.329848,0.160261,58.061846,1,edge,1,0.593182,0.917873,1.0,0.502675,0.607468,0.999433,0.0,1.0,0.013688,0.151369,0.243156,0.28905,0.28905,0.013688
teacher_latency_greedy,train,30,8,4,edge_100,0.715029,-0.126522,0.697244,0.015473,83.834204,1,local,0,0.233275,0.564271,1.0,0.722914,0.130497,0.999569,0.074957,0.999611,0.636893,0.072621,0.072621,0.072621,0.072621,0.072621
teacher_latency_greedy,train,9,4,5,cloud,1.691791,1.280905,1.685006,0.034296,16.254006,1,cloud,1,0.952645,0.85197,1.0,0.963021,0.758207,0.99978,0.093082,0.999684,0.024672,0.024672,0.024672,0.024672,0.024672,0.876642
teacher_latency_greedy,train,9,48,2,edge_50,2.051527,-0.503663,1.974213,0.200267,58.697033,1,edge,1,0.423184,0.79041,1.0,0.32385,0.388547,0.997387,0.101429,0.99859,0.034932,0.153493,0.232534,0.272055,0.272055,0.034932
teacher_latency_greedy,train,14,49,5,cloud,0.667136,0.397506,0.652797,0.024117,58.493168,1,cloud,1,0.808637,0.700102,1.0,0.496661,0.252281,0.997432,0.0,1.0,0.049983,0.049983,0.049983,0.049983,0.049983,0.750085
teacher_latency_greedy,train,1,27,4,edge_100,0.460965,-0.047572,0.441881,0.01035,86.459497,1,local,0,0.170076,0.706889,1.0,0.808138,0.081355,0.998376,0.178409,0.997216,0.755741,0.048852,0.048852,0.048852,0.048852,0.048852
teacher_latency_greedy,train,0,31,4,edge_100,2.827442,-0.641868,2.82024,0.026442,14.584598,1,edge,1,0.492252,0.59874,1.0,0.750041,0.550671,0.998262,0.159361,0.998749,0.066877,0.156688,0.216562,0.246499,0.246499,0.066877
teacher_latency_greedy,train,36,42,5,cloud,2.08422,7.198339,2.080527,0.023798,-36.221037,1,edge,0,0.780695,0.702698,1.0,0.784988,0.966465,0.997728,0.07235,0.999411,0.04955,0.154955,0.225225,0.26036,0.26036,0.04955
teacher_latency_greedy,train,28,31,2,edge_50,0.471182,-0.08411,0.374201,0.043467,111.801643,1,edge,1,0.569941,0.530327,1.0,0.652442,0.06723,0.998359,0.030048,0.999004,0.078279,0.157828,0.210861,0.237377,0.237377,0.078279
teacher_latency_greedy,train,7,8,3,edge_75,0.856553,0.0,0.809331,0.0639,79.526905,1,local,0,0.10952,0.640971,1.0,0.592837,0.202976,0.999583,0.115326,0.999913,0.70081,0.059838,0.059838,0.059838,0.059838,0.059838
teacher_latency_greedy,train,0,38,2,edge_50,1.919901,-0.461712,1.841237,0.189463,32.589088,1,cloud,0,0.348642,0.815533,1.0,0.492674,0.361277,0.997848,0.252581,0.997651,0.030745,0.030745,0.030745,0.030745,0.030745,0.846277
teacher_latency_greedy,train,23,16,3,edge_75,2.139744,0.0,2.097175,0.152908,49.139489,1,edge,1,0.498355,0.590137,1.0,0.764424,0.538791,0.999157,0.099957,0.999705,0.068311,0.156831,0.215845,0.245352,0.245352,0.068311
teacher_latency_greedy,train,28,44,5,cloud,1.896321,1.525503,1.895457,0.005143,-18.188836,1,edge,0,0.439069,0.825157,1.0,0.176632,0.892585,0.997669,0.0,1.0,0.02914,0.152914,0.23543,0.276688,0.276688,0.02914
teacher_latency_greedy,train,28,41,5,cloud,3.678669,1.048927,1.353042,0.0057,-63.834556,0,local,0,0.972502,0.860644,1.0,0.1769,0.620821,0.997822,0.06551,0.998527,0.88387,0.023226,0.023226,0.023226,0.023226,0.023226
teacher_latency_greedy,train,20,37,0,local,1.727472,-1.053116,1.577472,0.157747,57.061171,1,local,1,0.427877,0.560622,1.0,0.250597,0.157747,0.997981,0.1092,0.999962,0.633852,0.07323,0.07323,0.07323,0.07323,0.07323
teacher_latency_greedy,train,3,40,2,edge_50,0.347745,-0.038966,0.232075,0.030082,129.261439,1,edge,1,0.790158,0.738245,1.0,0.601145,0.03901,0.997851,0.124451,0.99819,0.043626,0.154363,0.228187,0.265099,0.265099,0.043626
teacher_latency_greedy,train,39,5,2,edge_50,0.633166,-0.132779,0.546888,0.059062,85.936727,1,cloud,0,0.485706,0.805343,1.0,0.423376,0.102684,0.999742,0.0,1.0,0.032443,0.032443,0.032443,0.032443,0.032443,0.837786
teacher_latency_greedy,train,22,5,1,edge_25,0.859158,-0.434142,0.746434,0.072223,110.854266,1,edge,1,0.967053,0.704548,1.0,0.032054,0.096106,0.999743,0.0,1.0,0.049242,0.154924,0.225379,0.260606,0.260606,0.049242
teacher_latency_greedy,train,0,30,1,edge_25,1.759282,-0.853554,1.644178,0.164804,34.746921,1,cloud,0,0.117579,0.925728,1.0,0.421616,0.214766,0.998329,0.121172,0.998792,0.012379,0.012379,0.012379,0.012379,0.012379,0.938107
teacher_latency_greedy,train,1,43,4,edge_100,2.665749,-0.609445,2.665444,0.00108,8.25382,1,cloud,0,0.451408,0.749368,1.0,0.077003,0.530799,0.997473,0.159984,0.995715,0.041772,0.041772,0.041772,0.041772,0.041772,0.79114
teacher_latency_greedy,train,37,39,4,edge_100,0.519969,-0.068581,0.491581,0.01688,82.442545,1,local,0,0.3048,0.799627,1.0,0.443255,0.089194,0.997866,0.113852,0.998134,0.833023,0.033395,0.033395,0.033395,0.033395,0.033395
teacher_latency_greedy,train,32,36,1,edge_25,0.500545,-0.228639,0.38206,0.037054,114.438627,1,edge,1,0.258155,0.865371,1.0,0.261858,0.04691,0.998053,0.104929,0.99802,0.022438,0.152244,0.238781,0.282049,0.282049,0.022438
teacher_latency_greedy,train,16,19,3,edge_75,4.896057,0.0,2.427295,0.164356,-16.236667,0,edge,1,0.583246,0.529925,1.0,0.230745,0.641221,0.998999,0.093198,0.999437,0.078346,0.157835,0.210827,0.237323,0.237323,0.078346
teacher_latency_greedy,train,7,13,3,edge_75,2.054729,0.0,2.013476,0.143076,68.06903,1,edge,1,0.802843,0.879822,1.0,0.578894,0.520229,0.999311,0.069883,0.999791,0.02003,0.152003,0.239985,0.283976,0.283976,0.02003
teacher_latency_greedy,train,18,24,5,cloud,0.892063,3.335237,0.883491,0.021178,30.010568,1,local,0,0.857009,0.52201,1.0,0.65962,0.370567,0.998698,0.05238,0.998796,0.601675,0.079665,0.079665,0.079665,0.079665,0.079665
teacher_latency_greedy,train,4,45,0,local,0.337157,-0.011009,0.187157,0.018716,126.170039,1,local,1,0.652331,0.907023,1.0,0.981322,0.018716,0.997652,0.06781,0.999202,0.92252,0.015496,0.015496,0.015496,0.015496,0.015496
teacher_latency_greedy,train,22,42,3,edge_75,0.999385,0.0,0.955521,0.069745,94.788864,1,edge,1,0.626106,0.679048,1.0,0.795117,0.238501,0.99781,0.04494,0.999645,0.053492,0.155349,0.223254,0.257206,0.257206,0.053492
teacher_latency_greedy,train,1,21,0,local,1.205988,-0.742022,1.055988,0.105599,87.338679,1,local,1,0.627819,0.750367,1.0,0.102298,0.105599,0.99875,0.226967,0.997803,0.791972,0.041606,0.041606,0.041606,0.041606,0.041606
teacher_latency_greedy,train,17,39,5,cloud,1.36573,4.315596,1.362998,0.011296,-12.68758,1,edge,0,0.887276,0.920372,1.0,0.537412,0.620203,0.997925,0.085152,0.998462,0.013271,0.151327,0.243364,0.289383,0.289383,0.013271
teacher_latency_greedy,train,26,43,3,edge_75,0.90682,0.0,0.854895,0.071412,84.280302,1,local,0,0.98756,0.76501,1.0,0.83122,0.206292,0.997703,0.051521,0.999034,0.804175,0.039165,0.039165,0.039165,0.039165,0.039165
teacher_latency_greedy,train,13,21,0,local,0.400316,-0.223091,0.250316,0.025032,127.650011,1,local,1,0.794205,0.949463,1.0,0.140554,0.025032,0.998878,0.129805,0.999471,0.957886,0.008423,0.008423,0.008423,0.008423,0.008423
teacher_latency_greedy,train,1,12,1,edge_25,2.952074,-1.477769,2.839396,0.281621,1.946798,1,cloud,0,0.674694,0.671461,1.0,0.132353,0.3749,0.999259,0.22894,0.998173,0.054756,0.054756,0.054756,0.054756,0.054756,0.726218
teacher_latency_greedy,train,32,45,4,edge_100,2.253641,-0.493729,2.243299,0.029892,46.944089,1,edge,1,0.810627,0.731373,1.0,0.999002,0.433554,0.997575,0.029853,0.998011,0.044771,0.154477,0.227614,0.264183,0.264183,0.044771
teacher_latency_greedy,train,17,42,3,edge_75,1.378718,0.0,1.338207,0.093982,75.97607,1,edge,1,0.438906,0.555993,1.0,0.464488,0.347985,0.997767,0.10695,0.998353,0.074001,0.1574,0.212999,0.240799,0.240799,0.074001
teacher_latency_greedy,train,15,2,3,edge_75,0.380357,0.0,0.184248,0.031496,108.722348,1,edge,1,0.23508,0.592893,1.0,0.898162,0.02409,0.999895,0.0,1.0,0.067851,0.156785,0.216074,0.245719,0.245719,0.067851
teacher_latency_greedy,train,1,26,0,local,0.792341,-0.428941,0.642341,0.064234,107.376118,1,local,1,0.787745,0.845307,1.0,0.984601,0.064234,0.998432,0.217572,0.997216,0.871089,0.025782,0.025782,0.025782,0.025782,0.025782
teacher_latency_greedy,train,17,33,5,cloud,0.610383,0.385563,0.603112,0.01163,52.250564,1,cloud,1,0.110074,0.815663,1.0,0.56407,0.239926,0.998234,0.118261,0.998478,0.030723,0.030723,0.030723,0.030723,0.030723,0.846386
