task_id,device_id,arrival_time,deadline,data_size,cpu_cycles,priority,location_x,location_y,raw_location_x,raw_location_y,server_id,server_cpu_utilization,server_mem_utilization,execution_time_s,alibaba_duration_s,difficulty_score,reference_best_case_delay_s,deadline_window_proxy_s,edge_execution_anchor_s,target_edge_service_s,task_name,job_name,task_type_raw,service_class,field_source_arrival_time,field_source_location,field_source_execution_time,field_source_server_context,field_source_workload,field_proxy_deadline,field_proxy_data_size,field_proxy_cpu_cycles,field_proxy_priority,fusion_mode,decision_balance,service_class_mode,arrival_rank,mobility_rank,server_load_score,size_bits,cpu_norm_hint,size_norm_hint
408,4,136933.0,136934.39694222398,2893,3712019681,3,538.2709360524925,653.5038874873508,41.88486123,12.47064281,22,32.0,88.0,0.9662911891937256,18.0,0.7366050000000001,1.5772432952812498,1.3969422239686824,0.9662911891937256,1.856009840963781,J7_5_6,j_110512,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08161632326465293,0.19753086419753085,0.5159999999999999,23699456.0,0.9249817753603046,0.9329653117952851
409,3,137239.0,137239.12,106,50232551,0,600.3918969891505,659.8311901318466,41.89714356,12.47295309,19,27.0,86.0,0.1668910980224609,1.0,0.2314,0.03366582496875,0.12,0.1668910980224609,0.050232551593780504,M5,j_143043,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08181636327265453,0.07407407407407407,0.4765,868352.0,0.046506585315460834,0.1765209241245683
410,4,137499.0,137499.81962911552,2662,1599957844,3,593.5437027858851,657.0029547569603,41.89578956,12.47192042,24,35.0,87.0,0.4347681999206543,4.0,0.67201,0.940647983625,0.819629115531407,0.4347681999206543,0.7999789224565029,R18_17,j_156152,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08201640328065612,0.19506172839506172,0.532,21807104.0,0.7531526512613808,0.9139281341455565
411,4,137503.0,137504.15938347898,2893,3692579194,3,715.4128315805063,741.3514521179833,41.91988508,12.50271848,23,39.0,84.0,0.9421827793121338,75.0,0.7676700000000001,1.5717756583124998,1.159383478985901,0.9421827793121338,1.846289597055316,J12_11_15,j_156152,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08221644328865774,0.18765432098765433,0.5475,23699456.0,0.9239096927602899,0.9329653117952851
412,3,137564.0,137564.1552890282,106,91361928,0,660.5585937025775,755.5737784536637,41.9090395,12.50791146,3,24.0,87.0,0.2916398048400879,4.0,0.26648499999999997,0.04523346225,0.15528902819578075,0.2916398048400879,0.09136192875230313,R15_14,j_42831,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08241648329665933,0.0962962962962963,0.46049999999999996,868352.0,0.1686339770602555,0.1765209241245683
413,3,137600.0,137600.40092614084,355,957429565,2,758.3349255881411,683.9138196190515,41.92837148,12.48174635,14,29.0,94.0,0.3788769245147705,3.0,0.51351,0.33471066515625003,0.40092614083959116,0.3788769245147705,0.4787147828936577,MergeTask,j_8716,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08261652330466093,0.1111111111111111,0.5175,2908160.0,0.6483154245455696,0.45302702948428425
414,4,137697.0,137697.62689223947,1031,1068496542,1,573.9742544763358,705.4053903545592,41.89192036,12.48959354,6,34.0,88.0,0.4055430889129638,1.0,0.567365,0.49054857243749994,0.6268922394756794,0.4055430889129638,0.5342482713258266,M1,j_15584,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08281656331266253,0.16296296296296298,0.529,8445952.0,0.6707242276500132,0.696931167262462
415,4,137697.0,137697.70773818722,1031,1089258649,0,665.6735979578492,724.6196273058771,41.91005082,12.49660921,13,27.0,91.0,0.4003140926361084,5.0,0.6105050000000001,0.49638791503125,0.7077381872155518,0.4003140926361084,0.5446293246018887,M6,j_15584,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08301660332066413,0.17777777777777778,0.494,8445952.0,0.6746534291772097,0.696931167262462
416,2,137697.0,137697.7882314541,2271,1495684711,3,616.9239638017912,659.5128914350016,41.90041222,12.47283687,3,34.0,88.0,0.4110181331634521,6.0,0.65559,0.8392520449687499,0.788231454104556,0.4110181331634521,0.7478423555642366,R13_12,j_15584,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08321664332866573,0.2518518518518518,0.529,18604032.0,0.7393929947818815,0.8775867275824463
417,5,137758.0,137759.49769910643,2662,3504582170,3,714.6563944128438,741.0639096968705,41.91973552,12.50261349,16,35.0,90.0,0.9040000438690186,82.0,0.7507,1.4763235753125001,1.4976991064292517,0.9040000438690186,1.752291085034609,M1,j_45183,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08341668333666734,0.2962962962962963,0.5425,21807104.0,0.913241025168856,0.9139281341455565
418,1,137769.0,137769.51339044183,646,806246073,0,101.61075304733708,569.6670452850329,41.79852637,12.44003157,25,28.0,93.0,0.3068549633026123,5.0,0.563725,0.34582742803125,0.5133904418395604,0.3068549633026123,0.4031230366647244,M1,j_163569,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08361672334466894,0.11851851851851852,0.5075,5292032.0,0.6132261457700265,0.5899858570091443
419,4,138114.0,138114.1246355089,106,99386569,0,616.2568970857975,631.9561721701428,41.90028033,12.46277512,6,19.0,93.0,0.3059399127960205,11.0,0.29959,0.047490392531249995,0.12463550890283501,0.3059399127960205,0.09938656928122043,R6_5,j_15493,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08381676335267053,0.16790123456790124,0.449,868352.0,0.1858226573500813,0.1765209241245683
420,2,138139.0,138139.73883253717,2893,1367656349,3,728.0068326837596,706.6714095905168,41.92237512,12.4900558,7,30.0,92.0,0.4208238124847412,393.0,0.49998000000000004,0.91789110815625,0.7388325371742032,0.4208238124847412,0.6838281746923923,J25_16_18_24,j_172604,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08401680336067213,0.2716049382716049,0.5169999999999999,23699456.0,0.7211227474942785,0.9329653117952851
421,3,138367.0,138367.36272190633,355,729612856,1,373.2816517399335,949.1404401479552,41.85224015,12.57858821,1,23.0,94.0,0.3053450584411621,163.0,0.444735,0.27063721575,0.36272190632216533,0.3053450584411621,0.36480642839670185,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_112547,10,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08421684336867373,0.056790123456790124,0.47850000000000004,2908160.0,0.592834692730836,0.45302702948428425
422,3,138853.0,138853.12,106,40000000,0,603.4444517375789,649.8646778642981,41.8977471,12.46931403,22,21.0,95.0,0.1143980026245117,4.0,0.26648499999999997,0.03078792,0.12,0.1143980026245117,0.03583743368268013,M3,j_55853,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08441688337667534,0.10123456790123457,0.469,868352.0,0.0,0.1765209241245683
423,4,138857.0,138857.67655417218,2271,1213424652,3,92.81127869375035,562.7070068985722,41.79678657,12.43749026,23,24.0,96.0,0.4029018878936767,23.0,0.40468499999999996,0.759866403375,0.6765541721759392,0.4029018878936767,0.6067123260214924,M4,j_170183,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08461692338467694,0.1654320987654321,0.49199999999999994,18604032.0,0.6966934290258446,0.8775867275824463
424,2,138869.0,138869.68320020553,2662,1622891144,3,531.9088928291956,702.2334679768647,41.88360335,12.48843538,18,31.0,95.0,0.4330611228942871,9.0,0.698995,0.9470979742499999,0.6832002055295927,0.4330611228942871,0.8114455723911524,R5_4,j_164134,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08481696339267854,0.21975308641975308,0.534,21807104.0,0.7560583833686725,0.9139281341455565
425,3,138883.0,138883.62560503746,646,1073709332,0,563.3148429467465,664.087086362783,41.88981282,12.47450704,8,31.0,88.0,0.3924648761749267,35.0,0.617905,0.42105146962499995,0.6256050374745338,0.3924648761749267,0.5368546664440631,M4_3,j_64111,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08501700340068014,0.10864197530864197,0.5095000000000001,5292032.0,0.6717178732796135,0.5899858570091443
426,4,138947.0,138947.7075982046,1031,1121939532,0,636.3404151581564,689.8642141009229,41.90425117,12.48391901,19,31.0,88.0,0.40779709815979,8.0,0.62561,0.505579413375,0.7075982046022762,0.40779709815979,0.5609697661995887,M2,j_124629,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08521704340868173,0.20246913580246914,0.5095000000000001,8445952.0,0.6806890143782511,0.696931167262462
427,2,139006.0,139006.65323729735,1755,1468809262,3,575.5394259520457,651.1386942796979,41.89222982,12.46977921,15,31.0,91.0,0.4110181331634521,9.0,0.6294350000000001,0.7365842049375,0.6532372973404558,0.4110181331634521,0.734404631473124,M4_3,j_20678,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08541708341668333,0.2345679012345679,0.52,14376960.0,0.7356909752886641,0.8186216105391367
428,1,139030.0,139030.62574772147,1755,1486503606,3,666.4247750649675,670.9192246533678,41.91019934,12.47700165,16,37.0,83.0,0.4149680137634277,10.0,0.632885,0.7415607391875001,0.6257477214714251,0.4149680137634277,0.7432518030017613,M2,j_108479,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08561712342468494,0.1259259259259259,0.5309999999999999,14376960.0,0.7381358569161315,0.8186216105391367
429,2,139034.0,139035.49111866063,2662,3391890904,3,538.2709360524925,653.5038874873508,41.88486123,12.47064281,18,38.0,87.0,0.91668701171875,5.0,0.680065,1.44462915675,1.491118660646699,0.91668701171875,1.6959454524993898,R29_28,j_108479,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08581716343268654,0.2641975308641975,0.5515,21807104.0,0.9065679884114828,0.9139281341455565
430,2,139062.0,139063.58106954064,2893,3908314977,3,575.5394259520457,651.1386942796979,41.89222982,12.46977921,13,29.0,93.0,0.9994380474090576,60.0,0.764205,1.63245134728125,1.5810695406444968,0.9994380474090576,1.9541574886843565,J4_3_8,j_108479,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08601720344068814,0.2345679012345679,0.514,23699456.0,0.9355026920087075,0.9329653117952851
431,2,139072.0,139072.85384452326,2271,1617980436,3,575.5394259520457,651.1386942796979,41.89222982,12.46977921,21,33.0,90.0,0.432905912399292,24.0,0.694995,0.873647717625,0.8538445232564167,0.432905912399292,0.8089902181342244,task_LTI0MjU2NDM0NTE3NDI0MzkwNjE=,j_58368,3,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08621724344868974,0.2345679012345679,0.5295,18604032.0,0.7554396489621764,0.8775867275824463
432,4,139521.0,139521.50946740492,1031,649391471,1,670.7617961353425,668.002527327804,41.91105684,12.47593668,3,21.0,91.0,0.3084921836853027,3.0,0.30252500000000004,0.37267527121875,0.5094674049206505,0.3084921836853027,0.32469573563337323,M1,j_121306,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08641728345669134,0.17037037037037037,0.455,8445952.0,0.5690533266902071,0.696931167262462
433,1,139586.0,139586.60539786614,2271,1514287078,3,758.1439955060137,683.596479488237,41.92833373,12.48163048,4,32.0,93.0,0.4179000854492187,5.0,0.649425,0.8444839606875001,0.6053978661294964,0.4179000854492187,0.7571435391902923,R21_20,j_131335,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08661732346469293,0.15308641975308643,0.5335,18604032.0,0.7419166670673243,0.8775867275824463
434,4,139708.0,139708.53940707791,1031,1075470645,2,603.9238759093391,647.417267078953,41.89784189,12.46842041,1,28.0,92.0,0.3976008892059326,4.0,0.60245,0.49251003890625,0.5394070779050776,0.3976008892059326,0.5377353226065636,M5,j_92066,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08681736347269454,0.2074074074074074,0.5039999999999999,8445952.0,0.672052519171412,0.696931167262462
435,3,139724.0,139724.12,49,40000000,0,605.6144795979219,683.3794601392627,41.89817615,12.48155124,16,23.0,82.0,0.1076941490173339,377.0,0.19639,0.02028168,0.12,0.1076941490173339,0.03109523165774343,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_46419,6,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08701740348069614,0.05925925925925926,0.4365,401408.0,0.0,0.0
436,4,139760.0,139760.64628848204,2271,1151118172,3,538.2709360524925,653.5038874873508,41.88486123,12.47064281,18,26.0,90.0,0.382213830947876,23.0,0.40468499999999996,0.7423427058750001,0.646288482022084,0.382213830947876,0.5755590861693024,M6,j_130516,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08721744348869774,0.2,0.484,18604032.0,0.6859310514393637,0.8775867275824463
437,4,139873.0,139873.8803960349,2662,1659916568,3,589.1709234193625,673.9590840198612,41.89492499,12.47811159,14,34.0,87.0,0.4429411888122558,9.0,0.698995,0.95751137475,0.8803960348743338,0.4429411888122558,0.8299582841545342,R2_1,j_34370,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08741748349669934,0.21481481481481482,0.5255,21807104.0,0.7606640728860908,0.9139281341455565
438,4,140016.0,140016.6812268507,2271,1493410029,3,593.5437027858851,657.0029547569603,41.89578956,12.47192042,18,30.0,94.0,0.4144418239593506,4.0,0.64137,0.83861229065625,0.6812268506824269,0.4144418239593506,0.7467050147503614,R42_41,j_108479,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08761752350470094,0.19506172839506172,0.524,18604032.0,0.7390822507900253,0.8775867275824463
439,3,140174.0,140174.12,49,40000000,0,660.5585937025775,755.5737784536637,41.9090395,12.50791146,26,27.0,76.0,0.1027040481567382,3.0,0.070795,0.02028168,0.12,0.1027040481567382,0.025139717175722102,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,j_19548,6,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08781756351270253,0.0962962962962963,0.4415,401408.0,0.0,0.0
440,2,140614.0,140614.6932592953,2662,1599153516,3,733.3683516993299,694.3082357619611,41.92343518,12.48554165,9,31.0,91.0,0.445159912109375,1.0,0.636925,0.9404217663750001,0.6932592953196197,0.445159912109375,0.7995767583847045,J5_2_4,j_55802,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08801760352070415,0.24691358024691357,0.52,21807104.0,0.7530499855349091,0.9139281341455565
441,5,140743.0,140743.81093985218,2893,1266783434,3,575.3352445635751,651.0548334459561,41.89218945,12.46974859,25,29.0,81.0,0.4168610572814941,6.0,0.41554500000000005,0.8895206008125001,0.8109398521708742,0.4168610572814941,0.6333917173415422,M1,j_6314,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08821764352870574,0.2839506172839506,0.47200000000000003,23699456.0,0.7054797375986095,0.9329653117952851
442,1,140800.0,140800.4567710178,646,846569709,1,782.7055447332151,766.1816535574371,41.93318995,12.5117847,19,34.0,86.0,0.3206970691680908,6.0,0.56989,0.35716845065625,0.456771017797181,0.3206970691680908,0.4232848546242714,task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,j_172656,3,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08841768353670734,0.1382716049382716,0.522,5292032.0,0.6231903602717762,0.5899858570091443
443,4,140953.0,140953.42047622465,646,783645721,1,670.7617961353425,668.002527327804,41.91105684,12.47593668,27,30.0,89.0,0.3083798885345459,1.0,0.520585,0.33947107903125,0.4204762246380599,0.3083798885345459,0.391822860673666,M1,j_63411,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08861772354470894,0.17037037037037037,0.5065,5292032.0,0.6074211950669471,0.5899858570091443
444,1,141454.0,141454.29887182324,646,621226131,3,759.2041000148646,649.1050553676843,41.92854333,12.46903667,17,30.0,88.0,0.2841410636901855,73.0,0.343165,0.29379056934375003,0.2988718232361613,0.2841410636901855,0.3106130658888816,R12_11,j_85242,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08881776355271054,0.11358024691358025,0.503,5292032.0,0.5600003182914874,0.5899858570091443
445,3,141584.0,141584.12890742495,106,83150534,0,600.3918969891505,659.8311901318466,41.89714356,12.47295309,22,20.0,91.0,0.276256799697876,1.0,0.2314,0.0429240076875,0.12890742496515148,0.276256799697876,0.08315053414106369,J3_1_2,j_78636,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08901780356071214,0.07407407407407407,0.44849999999999995,868352.0,0.14940603050255555,0.1765209241245683
446,2,141661.0,141661.8632803635,2271,1670516521,3,616.834542772613,660.1191159793688,41.90039454,12.47305822,25,26.0,97.0,0.4384629726409912,107.0,0.723975,0.88842349153125,0.8632803635061852,0.4384629726409912,0.8352582609131932,R3_1_2,j_167744,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08921784356871375,0.25679012345679014,0.5085,18604032.0,0.7619637226711151,0.8775867275824463
447,4,141717.0,141717.70460161532,2271,1570809865,3,603.9238759093391,647.417267078953,41.89784189,12.46842041,12,29.0,96.0,0.4232919216156006,16.0,0.684375,0.86038099453125,0.7046016153106672,0.4232919216156006,0.7854049326851964,R2_1,j_151021,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08941788357671535,0.2074074074074074,0.5245,18604032.0,0.7493987927344139,0.8775867275824463
448,4,141883.0,141883.38563655352,646,679836801,1,92.81127869375035,562.7070068985722,41.79678657,12.43749026,8,29.0,91.0,0.3059530258178711,312.0,0.361015,0.31027482028125,0.38563655351450116,0.3059530258178711,0.3399184009790421,R1_2,j_87763,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08961792358471694,0.1654320987654321,0.507,5292032.0,0.5784077867441387,0.5899858570091443
449,5,141928.0,141929.3307472133,2893,3331424673,3,666.4916385268316,670.9158833660674,41.91021256,12.47700043,9,30.0,94.0,0.9155881404876708,1.0,0.655425,1.47020094928125,1.3307472133041476,0.9155881404876708,1.6657123367115854,J3_1_2,j_125746,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.08981796359271854,0.28641975308641976,0.524,23699456.0,0.9028954803487649,0.9329653117952851
450,2,142011.0,142011.68311982532,2662,1313101292,3,543.3958534987758,652.7260248485882,41.88587451,12.47035879,25,28.0,91.0,0.4092140197753906,515.0,0.48353499999999994,0.8599695783749999,0.6831198253124515,0.4092140197753906,0.6565506460905074,R18_17,j_14988,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.09001800360072014,0.24938271604938272,0.5005,21807104.0,0.7128116366978738,0.9139281341455565
451,2,142193.0,142193.86334559653,2662,1613083151,3,60.965810056068555,50.97551895395365,41.7904902,12.25064239,1,28.0,95.0,0.4341409206390381,6.0,0.68623,0.94433947621875,0.8633455965251835,0.4341409206390381,0.806541575601697,R2_1,j_18020,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.09021804360872174,0.26666666666666666,0.5145000000000001,21807104.0,0.7548207327594677,0.9139281341455565
452,4,142359.0,142359.35808892178,646,643706449,2,593.5437027858851,657.0029547569603,41.89578956,12.47192042,9,28.0,93.0,0.3032660484313965,17.0,0.31129,0.30011315878125,0.3580889217792928,0.3032660484313965,0.3218532245397568,R6_5,j_7080,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.09041808361672335,0.19506172839506172,0.5075,5292032.0,0.5672580756781235,0.5899858570091443
453,4,142448.0,142448.12,106,40000000,0,538.2709360524925,653.5038874873508,41.88486123,12.47064281,25,21.0,87.0,0.1180548667907714,2.0,0.245425,0.03078792,0.12,0.1180548667907714,0.036112836182713486,M2,j_55692,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.09061812362472495,0.2,0.441,868352.0,0.0,0.1765209241245683
454,1,142518.0,142518.12,106,40000000,0,666.4247750649675,670.9192246533678,41.91019934,12.47700165,29,20.0,91.0,0.115882396697998,1.0,0.2314,0.03078792,0.12,0.115882396697998,0.03487944258213042,M6,j_29625,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.09081816363272655,0.12839506172839507,0.44849999999999995,868352.0,0.0,0.1765209241245683
455,1,142551.0,142551.43593996932,646,978145898,2,749.9304615500977,684.1288396731652,41.92670978,12.48182486,15,29.0,94.0,0.3776829242706299,3.0,0.54493,0.39417425381250004,0.4359399693208709,0.3776829242706299,0.4890729491257667,M1,j_7259,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.09101820364072814,0.13333333333333333,0.5175,5292032.0,0.6526860239799512,0.5899858570091443
456,2,142720.0,142720.81864497784,2271,1537395390,3,571.8650207772345,664.4740457749068,41.89150333,12.47464833,18,26.0,93.0,0.4298512935638428,3.0,0.63063,0.8509831734375,0.8186449778373354,0.4298512935638428,0.7686976951390505,R2_1,j_99566,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.09121824364872974,0.25925925925925924,0.49450000000000005,18604032.0,0.7450088047751566,0.8775867275824463
457,4,142904.0,142904.7012853358,2271,1555748607,3,603.8765353644781,650.085750578195,41.89783253,12.46939475,4,31.0,96.0,0.4275238513946533,6.0,0.65559,0.8561450157187499,0.7012853357985568,0.4275238513946533,0.7778743035644293,R3_1_2,j_67670,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.09141828365673135,0.1925925925925926,0.5375,18604032.0,0.7474317232630668,0.8775867275824463
